RES_ID,RESPONSE,LABEL,DATA_TYPE,DATA_GROUP,BACK_TRANSLATED_RESPONSE,CLEAN_RESPONSE,CORRECTED_RESPONSE,NORMALIZE_RESPONSE
TSB348,"karena melihat kondisi kerja ,mungkin mereka merasa tidak pantas terhadap kondisi kerja tersebut makanya biaya / harga membeli pakaian itu disumbangkan untuk produksi pakaian menjadi lebih beretika",1,TEST,B,"Karena melihat kondisi kerja, mungkin mereka merasa tidak pantas untuk kondisi kerja, sehingga biaya / harga membeli pakaian disumbangkan untuk produksi pakaian menjadi lebih etis",karena melihat kondisi kerja mungkin mereka merasa tidak pantas untuk kondisi kerja sehingga biaya  harga membeli pakaian disumbangkan untuk produksi pakaian menjadi lebih etis,karena melihat kondisi kerja mungkin mereka merasa tidak pantas untuk kondisi kerja sehingga biaya harga membeli pakaian disumbangkan untuk produksi pakaian menjadi lebih etis,karena melihat kondisi kerja mungkin mereka merasa tidak pantas untuk kondisi kerja sehingga biaya harga membeli pakaian disumbangkan untuk produksi pakaian menjadi lebih etis
TSB349,"Sebelum sebuah kaus diberikan kepada konsumen, layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian.",0,TEST,B,"Sebelum kemeja diberikan kepada konsumen, layar menampilkan gambar mengejutkan tentang kondisi kerja di pabrik pakaian.",sebelum kemeja diberikan kepada konsumen layar menampilkan gambar mengejutkan tentang kondisi kerja di pabrik pakaian,sebelum kemeja diberikan kepada konsumen layar menampilkan gambar mengejutkan tentang kondisi kerja di pabrik pakaian,sebelum kemeja diberikan kepada konsumen layar menampilkan gambar mengejutkan tentang kondisi kerja di pabrik pakaian
TSB350,karna lebih baik di sumbangkan dari pada di buang.,1,TEST,B,Karena lebih baik menyumbang daripada dibuang.,karena lebih baik menyumbang daripada dibuang,karena lebih baik menyumbang daripada dibuang,karena lebih baik menyumbang daripada dibuang
TSB351,"karena,di sumbangkan untuk para pekerja pabrik",1,TEST,B,"Karena, disumbangkan ke pekerja pabrik",karena disumbangkan ke pekerja pabrik,karena disumbangkan ke pekerja pabrik,karena disumbangkan ke pekerja pabrik
TSB352,karena menyumbang dapat pahaa,0,TEST,B,karena itu berkontribusi pada Anda,karena itu berkontribusi pada anda,karena itu berkontribusi pada anda,karena itu berkontribusi pada anda
TSB353,karena pakaian tersebut masih bisa digunakan,0,TEST,B,Karena pakaian ini masih bisa digunakan,karena pakaian ini masih bisa digunakan,karena pakaian ini masih bisa dilupakan,karena pakaian ini masih bisa dilupakan
TSB354,karna menyumbangkan dapat membuat kaus itu lebih beretika.dan harga menyumbangpun terjangkau,1,TEST,B,Karena menyumbang dapat membuat kemeja lebih etis.Dan harganya terjangkau,karena menyumbang dapat membuat kemeja lebih etisdan harganya terjangkau,karena menyumbang dapat membuat kemeja lebih etida naganya terjangkau,karena menyumbang dapat membuat kemeja lebih etida naganya terjangkau
TSB355,Krana konsumen diberi pilihan apakah akan melanjutkan pembelian atau menyumbangkan 2 Euro tersebut sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika.,0,TEST,B,KRANA KONSUMER DIBERIKAN PILIHAN Apakah akan melanjutkan pembelian atau menyumbangkan 2 Euro sebagai upaya untuk membuat produksi pakaian lebih etis.,krana konsumer diberikan pilihan apakah akan melanjutkan pembelian atau menyumbangkan  euro sebagai upaya untuk membuat produksi pakaian lebih etis,kana konsumer diberikan pilihan apakah akan melanjutkan pembelian atau menyumbangkan euro sebagai upaya untuk membuat produksi pakaian lebih etis,kana konsumer diberikan pilihan apakah akan melanjutkan pembelian atau menyumbangkan euro sebagai upaya untuk membuat produksi pakaian lebih etis
TSB356,agar tidak menjadi sampah yang berdampak pada linkungan dan lebih baik disumbangkan.,0,TEST,B,Agar tidak menjadi sia -sia yang mempengaruhi lingkungan dan lebih baik untuk menyumbang.,agar tidak menjadi sia sia yang mempengaruhi lingkungan dan lebih baik untuk menyumbang,agar tidak menjadi sia sia yang mempengaruhi lingkungan dan lebih baik untuk menyumbang,agar tidak menjadi sia sia yang mempengaruhi lingkungan dan lebih baik untuk menyumbang
TSB357,karena pekerja membuat pakaian dengn baik dan beretika,1,TEST,B,Karena pekerja membuat pakaian dengan baik dan etis,karena pekerja membuat pakaian dengan baik dan etis,karena pekerja membuat pakaian dengan baik dan etis,karena pekerja membuat pakaian dengan baik dan etis
TSB358,karena banyak nya produk keluaran terbaru dan baju nya mengecil dan membuat baju tidak terpakai,0,TEST,B,Karena ada banyak produk output terbaru dan pakaian menyusut dan membuat pakaian tidak digunakan,karena ada banyak produk output terbaru dan pakaian menyusut dan membuat pakaian tidak digunakan,karena ada banyak produk rumput terbaru dan pakaian menyusut dan membuat pakaian tidak dilupakan,karena ada banyak produk rumput terbaru dan pakaian menyusut dan membuat pakaian tidak dilupakan
TSB359,karena dengan kerja keras pekerja tidak sebanding dengan bahan yang dijual sehingga upah mereka pun sedikit,0,TEST,B,Karena pekerjaan pekerja tidak sebanding dengan materi yang dijual sehingga upah mereka sedikit,karena pekerjaan pekerja tidak sebanding dengan materi yang dijual sehingga upah mereka sedikit,karena pekerjaan pekerja tidak sebanding dengan materi yang dijual sehingga upah mereka sedikit,karena pekerjaan pekerja tidak sebanding dengan materi yang dijual sehingga upah mereka sedikit
TSB360,karena sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika .,1,TEST,B,Karena sebagai upaya untuk membuat produksi pakaian lebih etis.,karena sebagai upaya untuk membuat produksi pakaian lebih etis,karena sebagai upaya untuk membuat produksi pakaian lebih etis,karena sebagai upaya untuk membuat produksi pakaian lebih etis
TSB361,"karena Sebagai bagian dari eksperiman, sebuah mesin penjual di Berlin menawarkan kaus putih seharga 2 Euro (atau sekitar Rp30.000). Sebelum sebuah kaus diberikan kepada konsumen, layar menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian. Setelahnya, konsumen diberi pilihan apakah akan melanjutkan pembelian atau menyumbangkan 2 Euro tersebut sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika",0,TEST,B,"Because as part of Experiman, a vending machine in Berlin offers a white shirt for 2 euros (or around Rp. 30,000).Before a shirt is given to consumers, the screen displays surprising images about working conditions in a clothing factory.Afterwards, consumers are given the choice whether to continue the purchase or donate the 2 euros as an effort to make clothing production more ethical",because as part of experiman a vending machine in berlin offers a white shirt for  euros or around rp  a shirt is given to consumers the screen displays surprising images about working conditions in a clothing factoryafterwards consumers are given the choice whether to continue the purchase or donate the  euros as an effort to make clothing production more ethical,cause as paru of experiman a gending machina in berlin ofer a wit short bor euro or arung rp a short is gen to konsumer the sirene displai surprising magep abot waring conditio in a clothing factoryafterwards konsumer are gen the choice whether to tontine the purchase or donat the euro as an effort to mak clothing production mode ethical,cause as paru of experiman a gending machina in berlin ofer a wit short bor euro or arung rp a short is gen to konsumer the sirene displai surprising magep abot waring conditio in a clothing factoryafterwards konsumer are gen the choice whether to tontine the purchase or donat the euro as an effort to mak clothing production mode ethical
TSB362,mungkin karena mereka sadar bahwa ada lebih banyak orang yang lebih membutuhkan baju yang layak pakai kepad orang yang lebih membutuhkan. bisa juga kondisi pabrik atau pakaian itu sendiri tidak layak untuk dipakai.,1,TEST,B,Mungkin karena mereka menyadari bahwa ada lebih banyak orang yang membutuhkan lebih banyak pakaian yang layak dipakai untuk orang yang membutuhkan lebih banyak. Itu juga bisa menjadi kondisi pabrik atau pakaian itu sendiri tidak cocok untuk digunakan.,mungkin karena mereka menyadari bahwa ada lebih banyak orang yang membutuhkan lebih banyak pakaian yang layak dipakai untuk orang yang membutuhkan lebih banyak itu juga bisa menjadi kondisi pabrik atau pakaian itu sendiri tidak cocok untuk digunakan,mungkin karena mereka menyadari bahwa ada lebih banyak orang yang membutuhkan lebih banyak pakaian yang layak dipakai untuk orang yang membutuhkan lebih banyak itu juga bisa menjadi kondisi pabrik atau pakaian itu sendiri tidak cocok untuk dilupakan,mungkin karena mereka menyadari bahwa ada lebih banyak orang yang membutuhkan lebih banyak pakaian yang layak dipakai untuk orang yang membutuhkan lebih banyak itu juga bisa menjadi kondisi pabrik atau pakaian itu sendiri tidak cocok untuk dilupakan
TSB363,karena harga kaus nya dapat terjangkau dan bisa untuk membuat produksi pakaian menjadi lebih beretika,0,TEST,B,Karena harga kemeja bisa terjangkau dan dapat membuat produksi pakaian lebih etis,karena harga kemeja bisa terjangkau dan dapat membuat produksi pakaian lebih etis,karena harga kemeja bisa terjangkau dan dapat membuat produksi pakaian lebih etis,karena harga kemeja bisa terjangkau dan dapat membuat produksi pakaian lebih etis
TSB364,karena menyumbang akan lebih bagus dari pada di buang,1,TEST,B,Karena menyumbang akan lebih baik daripada dibuang,karena menyumbang akan lebih baik daripada dibuang,karena menyumbang akan lebih baik daripada dibuang,karena menyumbang akan lebih baik daripada dibuang
TSB365,karena orang orang lebih suka menggunakan fast fashion,0,TEST,B,Karena orang lebih suka menggunakan mode cepat,karena orang lebih suka menggunakan mode cepat,karena orang lebih suka menggunakan mode cepat,karena orang lebih suka menggunakan mode cepat
TSB366,karena walaupun harga kausnya murah tetapi kondisi kerjanya memprihatinkan itu juga melanggar prinsip produksi pakaian yang beretika yaitu Memastikan bahwa pekerja mendapatkan upah layak dan kondisi kerja yang baik. karena dengan menyumbang pekerja bisa mendapat upah layak dan kondisi kerja baik.,1,TEST,B,"Karena meskipun harga kemeja itu murah, kondisi kerja juga mengkhawatirkan, ia juga melanggar prinsip produksi pakaian etis, yaitu memastikan bahwa pekerja mendapatkan upah yang layak dan kondisi kerja yang baik. Karena disumbangkan dengan menyumbangkan pekerja bisa mendapatkan upah yang layak dan kondisi kerja yang baik.",karena meskipun harga kemeja itu murah kondisi kerja juga mengkhawatirkan ia juga melanggar prinsip produksi pakaian etis yaitu memastikan bahwa pekerja mendapatkan upah yang layak dan kondisi kerja yang baik karena disumbangkan dengan menyumbangkan pekerja bisa mendapatkan upah yang layak dan kondisi kerja yang baik,karena meskipun harga kemeja itu murah kondisi kerja juga mengkhawatirkan ia juga melanggar prinsip produksi pakaian etis yaitu memastikan bahwa pekerja mendapatkan upah yang layak dan kondisi kerja yang baik karena disumbangkan dengan menyumbangkan pekerja bisa mendapatkan upah yang layak dan kondisi kerja yang baik,karena meskipun harga kemeja itu murah kondisi kerja juga mengkhawatirkan ia juga melanggar prinsip produksi pakaian etis yaitu memastikan bahwa pekerja mendapatkan upah yang layak dan kondisi kerja yang baik karena disumbangkan dengan menyumbangkan pekerja bisa mendapatkan upah yang layak dan kondisi kerja yang baik
TSB367,"mereka empti, simpati, kasihan, dan baik hati.",1,TEST,B,"Mereka adalah empati, simpati, belas kasihan, dan baik hati.",mereka adalah empati simpati belas kasihan dan baik hati,mereka adalah empati simpati belas kasihan dan baik hati,mereka adalah empati simpati belas kasihan dan baik hati
TSB368,karena rasa kemanusiaan terhadap kondisi kerja sebuah pabrik tersebut,1,TEST,B,Karena rasa kemanusiaan terhadap kondisi kerja sebuah pabrik,karena rasa kemanusiaan terhadap kondisi kerja sebuah pabrik,karena rasa kemanusiaan terhadap kondisi kerja sebuah pabrik,karena rasa kemanusiaan terhadap kondisi kerja sebuah pabrik
TSB369,konsumen memilih untuk menyumbang karena jika kita menyumbang untuk sebuah pabrik pakaian maka pabrik tersebut akn lebih layak dan di perbaiki oleh pemilik pabrik supaya pembuatan baju lebih layak dan kondisi pabrik lebih terjaga lagi.,1,TEST,B,"Konsumen memilih untuk menyumbang karena jika kita menyumbang ke pabrik pakaian, pabrik akan lebih layak dan diperbaiki oleh pemilik pabrik sehingga pembuatan pakaian lebih layak dan kondisi pabrik lebih dipertahankan.",konsumen memilih untuk menyumbang karena jika kita menyumbang ke pabrik pakaian pabrik akan lebih layak dan diperbaiki oleh pemilik pabrik sehingga pembuatan pakaian lebih layak dan kondisi pabrik lebih dipertahankan,konsumen memilih untuk menyumbang karena jika kita menyumbang ke pabrik pakaian pabrik akan lebih layak dan diperbaiki oleh pemilik pabrik sehingga pembuatan pakaian lebih layak dan kondisi pabrik lebih dipertahankan,konsumen memilih untuk menyumbang karena jika kita menyumbang ke pabrik pakaian pabrik akan lebih layak dan diperbaiki oleh pemilik pabrik sehingga pembuatan pakaian lebih layak dan kondisi pabrik lebih dipertahankan
TSB370,"karena,harganya yang lebih murah jika menyumbang",1,TEST,B,"Karena, harganya lebih murah jika berkontribusi",karena harganya lebih murah jika berkontribusi,karena naganya lebih murah jika berkontribusi,karena naganya lebih murah jika berkontribusi
TSB371,"karena,gambaran tentang kondusi di pabrik sebuah pakaian sangat mengejutkan dan mungkin buruk.",1,TEST,B,"Karena, gambar perilaku di pabrik pakaian sangat mengejutkan dan mungkin buruk.",karena gambar perilaku di pabrik pakaian sangat mengejutkan dan mungkin buruk,karena gambar perilaku di pabrik pakaian sangat mengejutkan dan mungkin buruk,karena gambar perilaku di pabrik pakaian sangat mengejutkan dan mungkin buruk
TSB372,karna lebih tahan lama,0,TEST,B,karena lebih tahan lama,karena lebih tahan lama,karena lebih tahan lama,karena lebih tahan lama
TSB373,karena menyumbang adalah suatu perilaku yang baik kita juga bisa membantu orang-orang yang sedang kesusahan.,1,TEST,B,"Karena menyumbang adalah perilaku yang baik, kami juga dapat membantu orang yang dalam kesulitan.",karena menyumbang adalah perilaku yang baik kami juga dapat membantu orang yang dalam kesulitan,karena menyumbang adalah perilaku yang baik kami juga dapat membantu orang yang dalam kesulitan,karena menyumbang adalah perilaku yang baik kami juga dapat membantu orang yang dalam kesulitan
TSB374,karena biar ikut beretika dan menggembang di kalamgan publik.,1,TEST,B,Karena menjadi etis dan berkembang di Kalamgan publik.,karena menjadi etis dan berkembang di kalamgan publik,karena menjadi etis dan berkembang di kalangan publik,karena menjadi etis dan berkembang di kalangan publik
TSB375,karena untuk membuat produk pakaian menjadi lebih beretika,0,TEST,B,Karena membuat produk pakaian lebih etis,karena membuat produk pakaian lebih etis,karena membuat produk pakaian lebih etis,karena membuat produk pakaian lebih etis
TSB376,"Karena untuk produksi pakaian tetap beretika, dengan menyumbangkan 2 eura dapat membantu dalamn pekerja mendapat upah yang layak.",1,TEST,B,"Karena untuk produksi pakaian tetap etis, dengan menyumbangkan 2 EURA dapat membantu pada pekerja mendapatkan upah yang layak.",karena untuk produksi pakaian tetap etis dengan menyumbangkan  eura dapat membantu pada pekerja mendapatkan upah yang layak,karena untuk produksi pakaian tetap etis dengan menyumbangkan kura dapat membantu pada pekerja mendapatkan upah yang layak,karena untuk produksi pakaian tetap etis dengan menyumbangkan kura dapat membantu pada pekerja mendapatkan upah yang layak
TSB377,Fast Fashion adalah produksi pakian untuk memenuhi tren fashion yang cepat berubah,0,TEST,B,Fashion cepat adalah produksi pakaian untuk memenuhi tren mode yang berubah dengan cepat,fashion cepat adalah produksi pakaian untuk memenuhi tren mode yang berubah dengan cepat,faskon cepat adalah produksi pakaian untuk memenuhi tren mode yang berubah dengan cepat,faskon cepat adalah produksi pakaian untuk memenuhi tren mode yang berubah dengan cepat
